Year,Age,Games_Played,Minutes_Per_Game,Field_Goal_Percent,Three_Point_Percent,Free_Throw_Percent,Points_Per_Game,Rebounds_Per_Game,Assists_Per_Game,Steals_Per_Game,Blocks_Per_Game,Turnovers_Per_Game,Usage_Percent,Years_In_League,Points_Efficiency,Rebound_Assist_Ratio,Turnover_Usage_Ratio,Age_Experience_Gap,Prime_Age_Factor,Shooting_Accuracy,Defensive_Impact,Experience_Level,Position_C,Position_PF,Position_PG,Position_SF,Position_SG,Team_BOS,Team_DEN,Team_GSW,Team_LAL,Team_MIA,Team_PHX
-1.4526048222934442,-1.8698917213277126,-0.2312649246496411,0.6922705106658585,0.1911316564909934,-0.6036741444089828,1.4085983195570553,-1.379471798579722,-0.9286549960956921,-0.7619670642479155,-2.016856042514936,1.2558929937928431,0.7115553541109692,0.05082207961983264,-1.1306185213972826,-1.304207504433718,-0.025099010128353295,0.05834036394288358,-0.19074089688084422,-1.971924319228569,0.4467583609068868,-0.11546829072678243,Early,False,False,False,False,True,False,True,False,False,False,False
-1.4526048222934442,-0.36069743454182696,0.7156797167729141,-0.1808811808978583,-0.033247807113152686,2.318030827423485,2.2962088799648863,1.1041686520918657,0.8946503577271573,-0.37973050561336985,1.3199090520856107,0.5149383370236359,-0.4094616830638605,0.06700676934968669,0.5153806200740119,0.9479341080360744,0.12155256307128631,0.02676370064897962,-0.6477877743908548,0.48785653635800325,2.631682845747354,1.1609581584009374,Veteran,False,False,False,True,False,False,True,False,False,False,False
-1.4526048222934442,-0.6122298156728079,-0.757345280995505,0.7290778903027337,0.38491927581444135,1.5195264193769964,-0.9279206336329858,0.2146467625840256,0.4041632121223022,-1.1067898791595996,-0.7791520932410815,-0.458856138511995,-0.17160340876188285,0.4045276199184841,0.6982694135708224,-0.17728049427520243,0.27935169925392006,0.02790353516449194,-0.9524856927308617,0.07789306042690809,0.6840866346020974,-0.8110736215318187,Veteran,False,False,True,False,False,False,True,False,False,False,False
-1.4526048222934442,0.14236732772013497,-1.283425637341369,-1.4672131718088504,-1.277328512812524,1.6891623928432682,-0.5751549445763551,-0.43197608926590947,-0.6236146049831534,-0.9563223168641655,-1.789910255103925,-0.9279900010180178,0.02078761100024785,-0.453562975036455,-1.313507314894093,0.22111491375811845,0.047248035222385215,0.051812999841039216,1.1803997356491873,1.3077834882201935,0.09522495899012953,-1.760845273266637,Rookie,True,False,False,False,False,False,False,False,False,False,True
-1.4526048222934442,1.1484968522440588,0.4000315029653957,-0.6707956135403356,-1.9480077349819678,-1.989892059109512,0.2993185554878142,-0.7205008333191555,0.19645072543115197,-0.6507541094471789,-0.5170927467420571,-0.37343672800654476,0.30052313138174974,-0.30350240009891966,-1.4963961083909034,-0.5110849375491121,0.09731041998911327,0.05644912726233105,1.9421445314992047,-0.33207041550418837,-2.1313262595389553,-0.59422777085938,Rookie,False,False,False,True,False,False,False,False,False,False,True
-1.4526048222934442,0.8969644711130779,-1.809505993687233,-0.58649159789239,-1.2384459271063168,0.46331648530235,1.3601274739892144,0.7464977221489708,-1.0361511388217843,-0.3882734926906399,-0.6988684303013682,0.4070449951393306,1.9083238621094911,0.04245575267829796,-0.21617455391323007,0.9025281894214371,-0.063940614999902,0.09211593651332764,0.7233528581391768,0.07789306042690809,0.34045748965625583,-0.06285777516068393,Peak,False,False,True,False,False,False,False,False,False,True,False
-1.4526048222934442,1.1484968522440588,0.2948154316962229,-0.4339547730564765,0.8046588370417003,-0.8381433887992604,0.08783123753215424,-0.5109418722492002,-0.482856229213202,-2.946910118887393,-0.695546385846013,1.1698949989299037,-1.2660462295486785,-0.22754738578689637,-0.03328576041641958,-0.387865904196054,-0.30643088189541146,0.00524072361541848,0.7233528581391768,-0.33207041550418837,-0.05896082439650768,0.5583743916862961,Peak,False,True,False,False,False,False,False,False,False,False,True
-1.4526048222934442,0.14236732772013497,-0.1260488533804683,0.7850919103966992,-0.7061425669390626,-2.0500506457700753,-0.9678734684429915,-0.1805104387871404,1.3921317368727189,-1.5746620196495134,-0.68579319648311,-1.9416740198324531,0.4231685588202128,-2.7185342637414602,1.0640470005644433,-0.4708678197465119,1.4739556949811001,-1.4408480343896939,-0.8001367335608582,1.3077834882201935,-2.1673796343473923,-1.9624376088421267,Veteran,False,True,False,False,False,True,False,False,False,False,False
-1.4526048222934442,-0.10916505341084601,-0.4416970671879867,0.18793632155414453,0.22542353684197325,0.7009462251225225,0.54168280753707,0.24962298338902858,0.7550030116283247,-0.4526442414925239,-1.2162492542054868,0.3384451780927217,0.46742542861433456,-1.0130570762827869,-1.6792849018877138,0.037474620905443526,0.12083334836592018,0.09635764943981472,1.332748694819191,0.8978200122890985,0.841382691246609,-0.40974878779847657,Rookie,False,False,False,False,True,False,False,False,True,False,False
-1.4526048222934442,0.6454320899820969,1.3469761443879509,-1.509603253661322,0.20428647090056348,0.24896018420480442,0.3685744692242939,-0.528848390964568,0.09020394673737102,0.3725012978082273,1.3867258879356748,0.4404348505372645,-1.9560048279171174,0.22680086321984078,-1.1306185213972826,0.1219916673124516,-0.016956582192687416,-0.016128613879611654,1.332748694819191,0.48785653635800325,0.45539787715702906,1.1380744639078983,Early,False,False,False,False,True,False,True,False,False,False,False
