Blocks_Per_Game,Turnovers_Per_Game,Turnover_Usage_Ratio,Age_Experience_Gap,Shooting_Accuracy,Prime_Age_Factor,Rebounds_Per_Game,Rebound_Assist_Ratio,Points_Per_Game,Minutes_Per_Game,Three_Point_Percent,Games_Played,Defensive_Impact,Usage_Percent,Experience_Level
1.2558929937928431,0.7115553541109692,0.0583403639428835,-0.1907408968808442,0.4467583609068868,-1.971924319228569,-0.928654996095692,-0.0250990101283532,-1.379471798579722,0.6922705106658585,-0.6036741444089828,-0.2312649246496411,-0.1154682907267824,0.0508220796198326,0
0.5149383370236359,-0.4094616830638605,0.0267637006489796,-0.6477877743908548,2.631682845747354,0.4878565363580032,0.8946503577271573,0.1215525630712863,1.1041686520918657,-0.1808811808978583,2.318030827423485,0.7156797167729141,1.1609581584009374,0.0670067693496866,3
-0.458856138511995,-0.1716034087618828,0.0279035351644919,-0.9524856927308616,0.6840866346020974,0.077893060426908,0.4041632121223022,0.27935169925392,0.2146467625840256,0.7290778903027337,1.5195264193769964,-0.757345280995505,-0.8110736215318187,0.4045276199184841,3
-0.9279900010180178,0.0207876110002478,0.0518129998410392,1.180399735649187,0.0952249589901295,1.3077834882201935,-0.6236146049831534,0.0472480352223852,-0.4319760892659094,-1.4672131718088504,1.6891623928432682,-1.283425637341369,-1.760845273266637,-0.453562975036455,2
-0.3734367280065447,0.3005231313817497,0.056449127262331,1.9421445314992047,-2.1313262595389557,-0.3320704155041883,0.1964507254311519,0.0973104199891132,-0.7205008333191555,-0.6707956135403356,-1.989892059109512,0.4000315029653957,-0.59422777085938,-0.3035024000989196,2
0.4070449951393306,1.9083238621094911,0.0921159365133276,0.7233528581391768,0.3404574896562558,0.077893060426908,-1.0361511388217843,-0.063940614999902,0.7464977221489708,-0.58649159789239,0.46331648530235,-1.809505993687233,-0.0628577751606839,0.0424557526782979,1
1.1698949989299037,-1.2660462295486783,0.0052407236154184,0.7233528581391768,-0.0589608243965076,-0.3320704155041883,-0.482856229213202,-0.3064308818954114,-0.5109418722492002,-0.4339547730564765,-0.8381433887992604,0.2948154316962229,0.5583743916862961,-0.2275473857868963,1
-1.9416740198324527,0.4231685588202128,-1.440848034389694,-0.8001367335608582,-2.1673796343473923,1.3077834882201935,1.3921317368727189,1.4739556949811,-0.1805104387871404,0.7850919103966992,-2.050050645770076,-0.1260488533804683,-1.9624376088421267,-2.71853426374146,3
0.3384451780927217,0.4674254286143345,0.0963576494398147,1.332748694819191,0.841382691246609,0.8978200122890985,0.7550030116283247,0.1208333483659201,0.2496229833890285,0.1879363215541445,0.7009462251225225,-0.4416970671879867,-0.4097487877984765,-1.0130570762827869,2
0.4404348505372645,-1.9560048279171172,-0.0161286138796116,1.332748694819191,0.455397877157029,0.4878565363580032,0.090203946737371,-0.0169565821926874,-0.528848390964568,-1.509603253661322,0.2489601842048044,1.3469761443879509,1.1380744639078983,0.2268008632198407,0
-0.9544818185665476,1.717548771990014,0.0710390086873498,0.1139570214591628,1.5305003605284333,0.8978200122890985,2.7094558250118776,0.2544530092617119,1.5550589475747456,0.6067972267310259,0.8463285472438898,-0.8625613522646779,-1.482076498966276,0.5236941218524152,1
0.8128683678113673,1.5296708071635192,0.0798720055579561,1.0280507764791835,-0.4802129043072925,0.077893060426908,-1.8136402612749525,-0.1804823461908868,0.4481517393003677,-0.3520928457126108,0.3482697477046748,-1.5990738511488871,1.3092851374165595,0.087726646766426,0
-0.2176665953922687,0.0498839993936045,0.0494583997249392,-0.4954388152208512,-1.3208876038803532,0.8978200122890985,0.5928269782563907,0.7185627321836944,-0.4687691376407855,0.6644147085983838,-0.2890915022270741,-2.651234563840615,0.4255111780691298,-0.3422778381325655,3
-1.1303737607736504,-0.6231265670915243,0.0373786360292816,1.180399735649187,1.023949488999492,0.8978200122890985,-2.5183750215534206,-0.1847304959052577,0.1521112425678776,-1.469030449644939,1.545289883914219,1.4521922156571236,-0.9221009816904696,-0.7709064461999957,2
1.1146459555872623,-0.4545247475562379,0.1172233240226907,0.5710038989691733,1.5690221108572542,-0.3320704155041883,-1.3618782428884766,-0.1193366643118614,0.8164006026262106,0.7135099514660626,1.2110495589122008,0.9261118593112596,0.9229353613093983,-1.777447634036874,1
